articleTitle,articleLink,discussionResult,discussionResultDate,totalUser,totalPosts,totalWords,totalChars,keepVote,deleteVote,otherVotesCount,generalNotabilityCount,eventNotabilityCount,orgNotabilityCount,otherNotabilityCount,revClosestDate,revClosestID,revEditSize,revPageTitle
Kalamazoo Department of Public Safety,/wiki/Wikipedia:Articles_for_deletion/Kalamazoo_Department_of_Public_Safety,keep,2015-06-04 03:19:00,13,9,599,3672,4,0,4,2,0,0,5,2015-05-26 04:21:36,664061383,4,Wikipedia:Notability_(organizations_and_companies)
International Travel & Tourism Academy,/wiki/Wikipedia:Articles_for_deletion/International_Travel_%26_Tourism_Academy,delete,2015-06-03 17:43:00,9,4,86,553,0,3,0,1,0,1,2,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Visual Collaborative,/wiki/Wikipedia:Articles_for_deletion/Visual_Collaborative,no consensus,2015-06-02 23:28:00,12,9,487,2951,0,2,7,0,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Escambia County Sheriff's Office (Florida),/wiki/Wikipedia:Articles_for_deletion/Escambia_County_Sheriff%27s_Office_(Florida),no consensus,2015-06-03 07:44:00,11,8,580,3554,2,1,2,1,0,1,5,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
"Cluster of Excellence ""Asia and Europe in a Global Context""",/wiki/Wikipedia:Articles_for_deletion/Cluster_of_Excellence_%22Asia_and_Europe_in_a_Global_Context%22,no consensus,2015-06-03 00:50:00,6,5,227,1720,2,0,2,0,0,1,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Business Services Association,/wiki/Wikipedia:Articles_for_deletion/Business_Services_Association,keep,2015-06-03 01:17:00,8,3,259,1571,2,0,1,1,0,0,0,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Editorial Photographers,/wiki/Wikipedia:Articles_for_deletion/Editorial_Photographers,delete,2015-06-02 18:40:00,6,2,206,1239,0,2,0,1,0,0,0,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Longecity,/wiki/Wikipedia:Articles_for_deletion/Longecity,delete,2015-06-02 21:11:00,8,4,120,710,0,4,0,0,0,1,4,2015-05-26 04:21:36,664061383,4,Wikipedia:Notability_(organizations_and_companies)
Iowa Film Critics (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Iowa_Film_Critics_(2nd_nomination),delete,2015-06-02 20:57:00,9,4,138,854,0,4,0,0,0,2,0,2015-05-26 04:21:36,664061383,4,Wikipedia:Notability_(organizations_and_companies)
Chicago Gaylords (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Chicago_Gaylords_(2nd_nomination),Nomination Withdrawn,2015-06-02 20:17:00,13,8,181,1110,5,0,3,2,0,0,5,2015-05-26 04:21:36,664061383,4,Wikipedia:Notability_(organizations_and_companies)
Know-net consortium,/wiki/Wikipedia:Articles_for_deletion/Know-net_consortium,delete,2015-06-02 01:58:00,3,1,10,62,0,1,0,2,0,0,5,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Miss Grand Cambodia,/wiki/Wikipedia:Articles_for_deletion/Miss_Grand_Cambodia,delete,2015-06-01 17:53:00,7,2,40,244,0,2,0,2,0,0,1,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Uphill Castle F.C.,/wiki/Wikipedia:Articles_for_deletion/Uphill_Castle_F.C.,delete,2015-06-01 17:56:00,10,6,147,842,1,5,0,2,2,2,1,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Lerwick Energy Recovery Plant and District Heating,/wiki/Wikipedia:Articles_for_deletion/Lerwick_Energy_Recovery_Plant_and_District_Heating,redirect to,2015-06-01 01:41:00,4,0,0,0,0,0,0,2,2,2,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Mandaue Gay Pageant,/wiki/Wikipedia:Articles_for_deletion/Mandaue_Gay_Pageant,delete,2015-06-01 06:55:00,8,5,265,1600,1,4,0,0,0,0,4,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
S.E.N.S.I.B.L.E. Choice,/wiki/Wikipedia:Articles_for_deletion/S.E.N.S.I.B.L.E._Choice,speedily deleted,2015-05-31 23:52:00,11,5,121,680,0,3,1,1,0,2,4,2015-05-26 04:21:36,664061383,4,Wikipedia:Notability_(organizations_and_companies)
Miss Suriname,/wiki/Wikipedia:Articles_for_deletion/Miss_Suriname,Keep,2015-05-31 05:26:00,8,4,223,1299,2,0,0,0,0,0,1,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Halifax Amateurs FC,/wiki/Wikipedia:Articles_for_deletion/Halifax_Amateurs_FC,delete,2015-05-31 00:38:00,9,5,122,704,0,4,1,1,0,1,2,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Miss Globe International (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Miss_Globe_International_(2nd_nomination),keep,2015-05-30 13:31:00,9,4,507,2978,3,0,0,1,0,0,1,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
ShoFIGHT,/wiki/Wikipedia:Articles_for_deletion/ShoFIGHT,delete,2015-05-30 14:39:00,9,2,31,209,0,2,0,1,0,0,1,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Allentown Fire Department (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Allentown_Fire_Department_(2nd_nomination),Merge/redirect,2015-05-30 01:14:00,16,4,89,582,1,0,3,4,0,0,9,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Romanian Secular-Humanist Association,/wiki/Wikipedia:Articles_for_deletion/Romanian_Secular-Humanist_Association,keep,2015-05-30 03:56:00,10,10,619,3541,1,0,5,2,0,0,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Every Picture Tells A Story (event),/wiki/Wikipedia:Articles_for_deletion/Every_Picture_Tells_A_Story_(event),keep,2015-05-29 17:09:00,10,6,198,1155,4,1,1,2,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
World Coffee Research,/wiki/Wikipedia:Articles_for_deletion/World_Coffee_Research,no consensus,2015-05-29 17:20:00,6,4,219,1283,1,1,2,1,0,2,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
"Rescue Air Systems, Inc.","/wiki/Wikipedia:Articles_for_deletion/Rescue_Air_Systems,_Inc.",Delete,2015-05-29 08:51:00,9,4,96,600,0,4,0,0,0,0,1,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Elite Fight Gym,/wiki/Wikipedia:Articles_for_deletion/Elite_Fight_Gym,delete,2015-05-29 18:48:00,7,4,98,624,0,4,0,0,0,0,1,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Ultimate rap league,/wiki/Wikipedia:Articles_for_deletion/Ultimate_rap_league,no consensus,2015-05-29 04:34:00,4,1,15,103,0,0,0,0,0,0,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
All Saints Maidstone (South Africa),/wiki/Wikipedia:Articles_for_deletion/All_Saints_Maidstone_(South_Africa),keep,2015-05-29 01:57:00,5,2,148,840,1,0,1,0,0,1,2,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
"Law Society, Aligarh Muslim University","/wiki/Wikipedia:Articles_for_deletion/Law_Society,_Aligarh_Muslim_University",Delete,2015-05-29 03:19:00,10,5,155,943,0,3,1,0,0,0,1,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
"University Film Club, Aligarh Muslim University","/wiki/Wikipedia:Articles_for_deletion/University_Film_Club,_Aligarh_Muslim_University",delete,2015-05-28 19:54:00,8,4,102,609,0,2,2,0,0,0,1,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Urban Search and Rescue Indiana Task Force 1,/wiki/Wikipedia:Articles_for_deletion/Urban_Search_and_Rescue_Indiana_Task_Force_1,delete,2015-05-28 13:46:00,7,4,214,1293,0,2,2,0,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Austrian Biologist Association,/wiki/Wikipedia:Articles_for_deletion/Austrian_Biologist_Association,delete,2015-05-28 19:13:00,8,1,66,378,0,1,0,0,0,1,0,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Hillsong Church São Paulo,/wiki/Wikipedia:Articles_for_deletion/Hillsong_Church_S%C3%A3o_Paulo,delete,2015-05-28 19:24:00,12,7,360,2159,2,2,1,1,0,0,4,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Manohar Hospital,/wiki/Wikipedia:Articles_for_deletion/Manohar_Hospital,Speedy deleted,2015-05-28 09:55:00,12,6,194,1219,0,4,2,1,0,0,2,2015-05-26 04:21:36,664061383,4,Wikipedia:Notability_(organizations_and_companies)
Steven Rand,/wiki/Wikipedia:Articles_for_deletion/Steven_Rand,Redirect,2015-05-27 20:02:00,12,6,150,958,0,4,2,1,0,0,4,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Escambia County Fire Rescue,/wiki/Wikipedia:Articles_for_deletion/Escambia_County_Fire_Rescue,delete,2015-05-27 07:56:00,8,5,315,1946,1,4,0,2,0,1,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Arab-West Foundation,/wiki/Wikipedia:Articles_for_deletion/Arab-West_Foundation,no consensus,2015-05-27 04:39:00,7,1,42,230,0,0,1,0,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Lilli Pilli Football Club,/wiki/Wikipedia:Articles_for_deletion/Lilli_Pilli_Football_Club,Delete,2015-05-26 21:57:00,9,5,128,755,0,5,0,1,0,1,0,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Vancouver Angels (Ice Hockey),/wiki/Wikipedia:Articles_for_deletion/Vancouver_Angels_(Ice_Hockey),delete,2015-05-26 17:50:00,10,9,1102,6332,0,3,3,1,0,0,6,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Uthai Thani F.C.,/wiki/Wikipedia:Articles_for_deletion/Uthai_Thani_F.C.,keep,2015-05-26 15:51:00,16,11,613,3539,3,0,8,2,0,1,5,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Machar Kounyuk United FC,/wiki/Wikipedia:Articles_for_deletion/Machar_Kounyuk_United_FC,delete,2015-05-25 20:57:00,9,6,312,1815,0,3,1,0,0,0,3,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Triqstar,/wiki/Wikipedia:Articles_for_deletion/Triqstar,delete,2015-05-25 21:04:00,7,2,53,330,0,1,1,0,0,0,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Burntwood Lions Club,/wiki/Wikipedia:Articles_for_deletion/Burntwood_Lions_Club,delete,2015-05-25 21:05:00,6,2,62,420,0,2,0,0,0,0,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
"Neighbor To Family, Inc.","/wiki/Wikipedia:Articles_for_deletion/Neighbor_To_Family,_Inc.",delete,2015-05-25 16:34:00,9,5,118,762,0,2,2,2,0,1,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Groundswell group (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Groundswell_group_(2nd_nomination),no consensus,2015-05-25 08:27:00,6,4,203,1343,2,0,2,3,2,2,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Cardiff University Korfball Club,/wiki/Wikipedia:Articles_for_deletion/Cardiff_University_Korfball_Club,delete,2015-05-24 09:02:00,8,2,144,922,0,1,1,0,0,1,0,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Surel's Place,/wiki/Wikipedia:Articles_for_deletion/Surel%27s_Place,keep,2015-05-24 09:18:00,10,4,78,471,1,0,2,0,0,1,0,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Camp Poyntelle,/wiki/Wikipedia:Articles_for_deletion/Camp_Poyntelle,delete,2015-05-23 23:40:00,5,2,43,245,0,2,0,1,0,0,0,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
South Dakota Gold,/wiki/Wikipedia:Articles_for_deletion/South_Dakota_Gold,delete,2015-05-23 07:37:00,9,4,125,828,0,4,0,0,0,2,2,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Artists Anonymous,/wiki/Wikipedia:Articles_for_deletion/Artists_Anonymous,keep,2015-05-23 09:35:00,9,3,117,749,3,0,0,0,0,1,0,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Dracut Police Department,/wiki/Wikipedia:Articles_for_deletion/Dracut_Police_Department,redirect to,2015-05-23 07:16:00,12,6,188,1149,0,2,3,2,0,0,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Haverhill Police Department (Massachusetts),/wiki/Wikipedia:Articles_for_deletion/Haverhill_Police_Department_(Massachusetts),redirect to,2015-05-23 07:18:00,11,6,267,1623,0,1,3,1,0,0,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Aligarh Muslim University Students' Union,/wiki/Wikipedia:Articles_for_deletion/Aligarh_Muslim_University_Students%27_Union,speedily deleted,2015-05-23 16:47:00,3,2,37,220,0,1,1,0,0,0,1,2015-05-18 13:18:34,662932385,333,Wikipedia:Notability_(events)
Swiss Network Operators Group,/wiki/Wikipedia:Articles_for_deletion/Swiss_Network_Operators_Group,no consensus with,2015-05-23 00:33:00,5,3,3,15,0,0,0,0,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Pony Club,/wiki/Wikipedia:Articles_for_deletion/Pony_Club,keep,2015-05-23 01:56:00,13,9,383,2286,4,1,1,1,0,0,3,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Air Cadets 276 (Chelmsford) Sqn,/wiki/Wikipedia:Articles_for_deletion/Air_Cadets_276_(Chelmsford)_Sqn,delete,2015-05-22 16:05:00,6,4,199,1404,0,2,2,0,0,3,2,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Croydon Fire Company,/wiki/Wikipedia:Articles_for_deletion/Croydon_Fire_Company,Delete,2015-05-22 03:18:00,9,4,275,1488,0,2,2,0,0,0,1,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
Oklahoma City Bounty Hunters,/wiki/Wikipedia:Articles_for_deletion/Oklahoma_City_Bounty_Hunters,Delete,2015-05-22 03:47:00,7,2,37,223,0,2,0,0,1,2,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
British-German Association,/wiki/Wikipedia:Articles_for_deletion/British-German_Association,keep,2015-05-21 17:22:00,9,4,363,2241,3,0,0,1,0,1,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Order 777,/wiki/Wikipedia:Articles_for_deletion/Order_777,delete,2015-05-21 17:16:00,6,2,31,318,0,2,0,1,0,1,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
EWERDIMA,/wiki/Wikipedia:Articles_for_deletion/EWERDIMA,Delete,2015-05-21 15:09:00,11,8,172,1085,0,7,1,3,0,0,4,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
24/6: A Jewish Theater Company,/wiki/Wikipedia:Articles_for_deletion/24/6:_A_Jewish_Theater_Company,no consensus,2015-05-20 07:39:00,7,0,0,0,0,0,0,3,0,0,4,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
ClearNLP,/wiki/Wikipedia:Articles_for_deletion/ClearNLP,delete,2015-05-20 07:41:00,12,4,232,1469,0,3,1,2,0,0,2,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Garbage Concern Welfare Society,/wiki/Wikipedia:Articles_for_deletion/Garbage_Concern_Welfare_Society,delete,2015-05-20 06:55:00,13,11,359,2174,0,6,5,3,0,0,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Independent Texans,/wiki/Wikipedia:Articles_for_deletion/Independent_Texans,delete,2015-05-18 18:57:00,4,2,47,304,0,2,0,3,0,0,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Creative Recreation,/wiki/Wikipedia:Articles_for_deletion/Creative_Recreation,delete,2015-05-18 18:56:00,14,7,255,1547,1,3,3,1,0,0,3,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Anglican Fellowship of the Delaware Valley,/wiki/Wikipedia:Articles_for_deletion/Anglican_Fellowship_of_the_Delaware_Valley,delete and redirect to,2015-05-18 14:52:00,9,3,115,728,0,2,1,0,0,1,0,2015-04-21 20:27:26,657781189,48,Wikipedia:Notability_(organizations_and_companies)
Institute of Leadership and Management,/wiki/Wikipedia:Articles_for_deletion/Institute_of_Leadership_and_Management,no consensus,2015-05-18 14:51:00,8,5,384,2280,3,2,0,0,0,2,4,2015-04-21 20:27:26,657781189,48,Wikipedia:Notability_(organizations_and_companies)
Flipora,/wiki/Wikipedia:Articles_for_deletion/Flipora,keep,2015-05-17 18:51:00,9,5,232,1361,3,0,0,2,0,1,3,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Jewish-Palestinian Living Room Dialogue Group,/wiki/Wikipedia:Articles_for_deletion/Jewish-Palestinian_Living_Room_Dialogue_Group,no consensus,2015-05-17 09:04:00,40,120,6382,39300,2,1,53,9,0,2,8,2015-04-21 20:27:26,657781189,48,Wikipedia:Notability_(organizations_and_companies)
Barnstable Police Department,/wiki/Wikipedia:Articles_for_deletion/Barnstable_Police_Department,delete,2015-05-17 11:08:00,23,8,968,5904,1,3,2,6,0,1,5,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Alaska Quake,/wiki/Wikipedia:Articles_for_deletion/Alaska_Quake,delete,2015-05-16 18:55:00,9,9,156,892,0,1,2,1,1,1,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
New Bedford Police Department,/wiki/Wikipedia:Articles_for_deletion/New_Bedford_Police_Department,redirect to,2015-05-17 03:06:00,13,10,1046,6290,1,0,7,2,0,0,2,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
German Operations Research Society,/wiki/Wikipedia:Articles_for_deletion/German_Operations_Research_Society,keep,2015-05-16 20:32:00,8,3,306,1966,3,0,0,1,0,2,0,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Parthenon Day,/wiki/Wikipedia:Articles_for_deletion/Parthenon_Day,delete,2015-05-17 03:11:00,7,3,152,857,0,1,2,1,0,2,0,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Geelong Historical Society,/wiki/Wikipedia:Articles_for_deletion/Geelong_Historical_Society,delete,2015-05-16 14:18:00,7,4,510,3183,0,0,4,1,0,1,2,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
Gunma Diamond Pegasus,/wiki/Wikipedia:Articles_for_deletion/Gunma_Diamond_Pegasus,keep,2015-05-16 17:47:00,12,7,304,1786,3,0,4,0,0,0,1,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
Austrian Operations Research Society,/wiki/Wikipedia:Articles_for_deletion/Austrian_Operations_Research_Society,redirect to,2015-05-16 14:11:00,12,8,429,2833,1,1,3,2,0,1,6,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Banterlope,/wiki/Wikipedia:Articles_for_deletion/Banterlope,speedy delete,2015-05-16 07:12:00,4,1,18,98,0,0,1,0,0,0,2,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Atlantic Association of Broadcasters,/wiki/Wikipedia:Articles_for_deletion/Atlantic_Association_of_Broadcasters,redirect to,2015-05-15 20:43:00,9,3,339,1934,0,0,3,0,0,0,2,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
Higher Education Data Sharing Consortium,/wiki/Wikipedia:Articles_for_deletion/Higher_Education_Data_Sharing_Consortium,delete,2015-05-15 18:44:00,8,2,103,597,0,2,0,1,0,1,0,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Citizens Rights Watch,/wiki/Wikipedia:Articles_for_deletion/Citizens_Rights_Watch,delete,2015-05-15 18:31:00,7,4,120,697,0,4,0,1,0,1,1,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Withersdane Hall,/wiki/Wikipedia:Articles_for_deletion/Withersdane_Hall,delete,2015-05-15 18:34:00,7,4,263,1541,0,2,2,1,0,1,0,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Lighthouse Chapel International,/wiki/Wikipedia:Articles_for_deletion/Lighthouse_Chapel_International,keep,2015-05-15 00:56:00,11,9,520,3146,5,1,0,2,0,1,2,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
The Naming Group,/wiki/Wikipedia:Articles_for_deletion/The_Naming_Group,delete,2015-05-14 03:22:00,6,1,70,399,0,1,0,1,0,0,0,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
The National Society of Leadership and Success (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/The_National_Society_of_Leadership_and_Success_(2nd_nomination),no consensus,2015-05-14 03:21:00,3,2,93,576,0,0,2,0,0,0,1,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
Whittier Street Health Center,/wiki/Wikipedia:Articles_for_deletion/Whittier_Street_Health_Center,no consensus,2015-05-14 03:44:00,3,1,35,224,1,0,0,0,0,0,2,2015-04-21 20:27:26,657781189,48,Wikipedia:Notability_(organizations_and_companies)
Multijurisdictional Counterdrug Task Force Training,/wiki/Wikipedia:Articles_for_deletion/Multijurisdictional_Counterdrug_Task_Force_Training,no consensus,2015-05-13 19:11:00,8,5,433,2513,0,1,3,2,0,0,2,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Emergency USA,/wiki/Wikipedia:Articles_for_deletion/Emergency_USA,Redirect,2015-05-14 03:37:00,7,2,58,343,0,1,1,2,0,0,2,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Mastiha portal,/wiki/Wikipedia:Articles_for_deletion/Mastiha_portal,delete,2015-05-13 19:19:00,4,1,47,289,0,1,0,2,0,0,2,2015-05-06 07:30:09,661066738,61,Wikipedia:Notability_(organizations_and_companies)
Shreveport Rugby Football Club,/wiki/Wikipedia:Articles_for_deletion/Shreveport_Rugby_Football_Club,delete,2015-05-12 21:14:00,9,4,181,1199,0,2,2,1,0,1,1,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
National Bullying Helpline,/wiki/Wikipedia:Articles_for_deletion/National_Bullying_Helpline,keep,2015-05-13 00:11:00,9,4,78,492,3,0,0,2,0,1,0,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Elmira Bulldogs,/wiki/Wikipedia:Articles_for_deletion/Elmira_Bulldogs,delete,2015-05-11 18:47:00,3,0,0,0,0,0,0,2,0,1,0,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
Rosegreen GAA (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Rosegreen_GAA_(2nd_nomination),delete,2015-05-11 18:36:00,8,2,45,299,0,1,1,0,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Transilvania International Guitar Festival,/wiki/Wikipedia:Articles_for_deletion/Transilvania_International_Guitar_Festival,delete,2015-05-11 06:23:00,3,2,31,200,0,1,1,0,0,0,1,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
RISE Award,/wiki/Wikipedia:Articles_for_deletion/RISE_Award,Delete,2015-05-11 09:54:00,13,11,295,1803,4,5,2,0,0,0,2,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Tool libraries in Canada,/wiki/Wikipedia:Articles_for_deletion/Tool_libraries_in_Canada,merge to,2015-05-11 00:02:00,7,6,359,2130,1,0,1,4,0,1,3,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
Nebraska Coast Connection,/wiki/Wikipedia:Articles_for_deletion/Nebraska_Coast_Connection,no consensus,2015-05-10 23:34:00,5,1,25,133,0,0,1,0,0,0,1,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
Ethnic organizations of Nigeria,/wiki/Wikipedia:Articles_for_deletion/Ethnic_organizations_of_Nigeria,No Consensus,2015-04-20 10:14:00,4,0,0,0,0,0,0,0,0,0,1,2015-03-27 05:31:19,653710656,2,Wikipedia:Notability_(organizations_and_companies)
Cal South (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Cal_South_(2nd_nomination),deleted and salted,2015-05-10 23:55:00,12,6,134,764,0,1,5,1,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
West Virginia Outlaws,/wiki/Wikipedia:Articles_for_deletion/West_Virginia_Outlaws,delete,2015-05-11 03:25:00,7,3,98,556,0,3,0,1,0,0,0,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Mr United Nations India,/wiki/Wikipedia:Articles_for_deletion/Mr_United_Nations_India,delete,2015-05-10 08:48:00,7,2,32,192,0,2,0,1,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Miss Progress India,/wiki/Wikipedia:Articles_for_deletion/Miss_Progress_India,delete,2015-05-10 08:48:00,5,2,23,143,0,2,0,1,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Calgary Foothills FC,/wiki/Wikipedia:Articles_for_deletion/Calgary_Foothills_FC,keep,2015-05-10 08:45:00,11,11,389,2489,3,1,1,0,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
United Nations Pageants,/wiki/Wikipedia:Articles_for_deletion/United_Nations_Pageants,delete,2015-05-10 08:29:00,7,3,54,336,0,3,0,0,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
European Prison Education Association,/wiki/Wikipedia:Articles_for_deletion/European_Prison_Education_Association,delete,2015-05-10 07:01:00,9,3,62,369,0,3,0,0,0,0,1,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Inspired By Muhammad,/wiki/Wikipedia:Articles_for_deletion/Inspired_By_Muhammad,delete,2015-05-10 03:44:00,7,2,36,211,0,2,0,0,1,0,0,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
Hope Funds for Cancer Research,/wiki/Wikipedia:Articles_for_deletion/Hope_Funds_for_Cancer_Research,delete,2015-05-10 03:42:00,8,1,12,114,0,1,0,1,0,1,3,2015-04-25 16:48:48,659165134,16,Wikipedia:Notability_(organizations_and_companies)
